지역,날짜,평균기온(°C),최저기온(°C),최고기온(°C),최소 상대습도(%),최저기온위험지수,일교차위험지수,습도위험지수
울산,2016-03-16,10.9,5,19.2,22,,,
울산,2016-03-17,13.5,5.3,21.1,22,,,
울산,2016-03-18,10.2,8.7,13.2,56,,,
울산,2016-03-19,11.1,8.7,16.5,56,,,
울산,2016-03-20,12.4,8.9,18.1,30,,,
울산,2016-03-21,14.8,8.6,21.5,19,,,
울산,2016-03-22,13.7,7.4,19.3,6,,,
울산,2016-03-23,8.3,3.5,13.9,7,,,
울산,2016-03-24,7.2,2.5,12.9,10,,,
울산,2016-03-25,8,1.5,14.3,24,,,
울산,2016-03-26,11.1,2.8,18.2,12,,,
울산,2016-03-27,13.2,4.8,21.3,9,,,
울산,2016-03-28,15,5.8,22.3,8,,,
울산,2016-03-29,14.6,10,21.2,30,,,
울산,2016-03-30,14.9,7.6,21.1,36,,,
울산,2016-03-31,15.1,11,18.6,52,,,
울산,2016-04-01,12,10.1,16,67,,,
울산,2016-04-02,13.4,10.5,20.7,60,,,
울산,2016-04-03,17,10.9,24.1,54,,,
울산,2016-04-04,10.2,7.8,13.8,52,,,
울산,2016-04-05,10.6,8,13.8,69,,,
울산,2016-04-06,10.8,9.4,12.4,71,,,
울산,2016-04-07,8.6,7.9,9.4,60,,,
울산,2016-04-08,7.7,5.5,9.5,58,,,
울산,2016-04-09,8.9,3.8,13.1,45,,,
울산,2016-04-10,10.6,6.3,15.8,25,,,
울산,2016-04-11,10.9,4.4,16.4,21,,,
울산,2016-04-12,11.5,5.8,15.9,37,,,
울산,2016-04-13,10.5,9.9,11.9,83,,,
울산,2016-04-14,11.9,8.4,17.9,29,,,
울산,2016-04-15,15,6.4,22.9,25,,,
울산,2016-04-16,15.9,10,23.2,29,,,
울산,2016-04-17,14,5.8,20.8,11,,,
울산,2016-04-18,14.8,7.2,22.4,12,,,
울산,2016-04-19,15,11.4,17.7,63,,,
울산,2016-04-20,10.9,8,13.1,67,,,
울산,2016-04-21,12.7,5.9,20,28,,,
울산,2016-04-22,16.3,9,22.4,19,,,
울산,2016-04-23,17.3,9.8,25.3,11,,,
울산,2016-04-24,18,11.3,25.3,26,,,
울산,2016-04-25,16.9,10.9,23.9,14,,,
울산,2016-04-26,19.9,11,28.2,14,,,
울산,2016-04-27,21.1,14,29.2,12,,,
울산,2016-04-28,19.2,15,24.2,25,,,
울산,2016-04-29,15.8,13.8,17.9,73,,,
울산,2016-04-30,16.6,13.3,19.3,64,,,
울산,2016-05-01,19.6,13.4,25.2,41,,,
울산,2016-05-02,21.3,13.7,29,30,,,
울산,2016-05-03,17.4,16.5,20.4,63,,,
울산,2016-05-04,19.8,15.5,25.5,14,,,
울산,2016-05-05,16.8,9.7,22.5,15,,,
울산,2016-05-06,18,11.1,23.2,16,,,
울산,2016-05-07,19.6,15.1,24.2,21,,,
울산,2016-05-08,19.4,13.3,24.7,24,,,
울산,2016-05-09,18.2,14.7,24.1,31,,,
울산,2016-05-10,16.1,12.6,20.6,42,,,
울산,2016-05-11,16.8,12.3,21.2,38,,,
울산,2016-05-12,18.2,15.8,22,28,,,
울산,2016-05-13,22.1,15.5,28.5,11,,,
울산,2016-05-14,20.8,16.8,26.4,20,,,
울산,2016-05-15,18.3,15.2,22.5,50,,,
울산,2016-05-16,16.5,13.3,21.8,52,,,
울산,2016-05-17,19.5,11.3,27.1,7,,,
울산,2016-05-18,15.6,14.2,17.4,25,,,
울산,2016-05-19,19.8,12.9,25.4,33,,,
울산,2016-05-20,18.3,13.4,24.5,3,,,
울산,2016-05-21,20.5,12.2,27.3,18,,,
울산,2016-05-22,23.3,16.9,29.7,19,,,
울산,2016-05-23,22.7,18.6,28.3,23,,,
울산,2016-05-24,22.5,15,29.5,23,,,
울산,2016-05-25,22.5,16.2,29.7,26,,,
울산,2016-05-26,25.5,17.6,32.7,16,,,
울산,2016-05-27,23.1,18.1,30.1,23,,,
울산,2016-05-28,21.2,17.3,28,26,,,
울산,2016-05-29,23.2,15.1,30.5,20,,,
울산,2016-05-30,21,18.1,24.7,54,,,
울산,2016-05-31,20.9,16.9,26.3,42,,,
울산,2016-06-01,22.8,15.1,28.8,39,,,
울산,2016-06-02,22.5,19.2,26.8,43,,,
울산,2016-06-03,22.3,17.3,27.5,30,,,
울산,2016-06-04,22.4,15.3,29.3,20,,,
울산,2016-06-05,16.2,14.2,20.4,48,,,
울산,2016-06-06,17.9,12,24.4,48,,,
울산,2016-06-07,19.7,14.4,25.1,38,,,
울산,2016-06-08,20.4,16.4,24.5,66,,,
울산,2016-06-09,21.9,17.8,27.3,55,,,
울산,2016-06-10,24.3,18.3,30.6,32,,,
울산,2016-06-11,21.3,19.3,22.9,78,,,
울산,2016-06-12,25,19.2,32.6,26,,,
울산,2016-06-13,21.7,17.2,26.8,63,,,
울산,2016-06-14,22.6,17.4,28.6,49,,,
울산,2016-06-15,24,19.7,29.1,60,,,
울산,2016-06-16,21.8,19.9,23.7,81,,,
울산,2016-06-17,21.3,19.7,24,61,,,
울산,2016-06-18,21.4,20.1,23.4,75,,,
울산,2016-06-19,20.3,18,24,63,,,
울산,2016-06-20,19.1,17.5,23.3,67,,,
울산,2016-06-21,20.4,17.9,24.2,69,,,
울산,2016-06-22,22,16.5,27.6,59,,,
울산,2016-06-23,22.6,18.7,26.8,61,,,
울산,2016-06-24,22.7,20.2,26.1,60,,,
울산,2016-06-25,21.8,19.3,25.7,62,,,
울산,2016-06-26,22.7,20.5,25.3,73,,,
울산,2016-06-27,20.6,17.7,23.4,67,,,
울산,2016-06-28,19.4,17.4,22,73,,,
울산,2016-06-29,22.1,16.3,27.1,52,,,
울산,2016-06-30,20.8,18.7,23.8,65,,,
울산,2016-07-01,23.2,18.9,29.1,55,,,
울산,2016-07-02,23.3,18,28.8,36,,,
울산,2016-07-03,23.6,19.3,29.3,46,,,
울산,2016-07-04,20.9,18.8,24,64,,,
울산,2016-07-05,20.8,17.5,26,64,,,
울산,2016-07-06,20.7,17.6,23.9,67,,,
울산,2016-07-07,19,18,20.5,81,,,
울산,2016-07-08,20.3,17.9,22.1,96,,,
울산,2016-07-09,21.5,19.9,23.6,88,,,
울산,2016-07-10,22.4,20.8,25.1,79,,,
울산,2016-07-11,24.5,20.4,30.4,66,,,
울산,2016-07-12,24.3,23.6,25.7,90,,,
울산,2016-07-13,24.9,23.9,26.3,75,,,
울산,2016-07-14,26.9,21.3,33,47,,,
울산,2016-07-15,25.3,20.8,30.6,57,,,
울산,2016-07-16,20,18.9,21.3,70,,,
울산,2016-07-17,20.1,18.2,22.2,61,,,
울산,2016-07-18,22.8,19.4,27.2,49,,,
울산,2016-07-19,21.3,18.4,24.7,63,,,
울산,2016-07-20,21.2,19.6,22.7,93,,,
울산,2016-07-21,23.9,20.3,28.8,76,,,
울산,2016-07-22,24.9,22.3,29,82,,,
울산,2016-07-23,27.7,24.9,31.6,65,,,
울산,2016-07-24,27.6,25.6,30.2,69,,,
울산,2016-07-25,28.5,25.5,32.5,55,,,
울산,2016-07-26,28,23.5,32.1,57,,,
울산,2016-07-27,29.5,25.3,35.5,46,,,
울산,2016-07-28,29.4,25.7,34.3,53,,,
울산,2016-07-29,30.3,27.1,35.1,55,,,
울산,2016-07-30,31,26.7,36.6,46,,,
울산,2016-07-31,30.1,26.6,35.3,47,,,
울산,2016-08-01,30.3,25.8,36.1,45,,,
울산,2016-08-02,29.1,23.2,35.3,52,,,
울산,2016-08-03,30.6,26.3,36.2,32,,,
울산,2016-08-04,30.3,24.9,36.8,32,,,
울산,2016-08-05,29.6,25,36.2,32,,,
울산,2016-08-06,29.8,25.3,35.1,47,,,
울산,2016-08-07,29.6,24.8,34.9,51,,,
울산,2016-08-08,29.1,25.7,33.8,55,,,
울산,2016-08-09,29.5,24.8,34.9,50,,,
울산,2016-08-10,29,25.5,36,35,,,
울산,2016-08-11,27,21.4,31.5,45,,,
울산,2016-08-12,22,20.2,23.2,91,,,
울산,2016-08-13,25.4,22,30.3,58,,,
울산,2016-08-14,26.3,22.7,31,55,,,
울산,2016-08-15,26.6,22,31.4,60,,,
울산,2016-08-16,26.2,23.3,30.3,59,,,
울산,2016-08-17,25.1,21.8,29.1,64,,,
울산,2016-08-18,25.2,22.5,28,61,,,
울산,2016-08-19,25.8,23.8,28.2,70,,,
울산,2016-08-20,25,23.1,27.5,67,,,
울산,2016-08-21,22.9,20.9,27.2,70,,,
울산,2016-08-22,25.6,21.6,30.7,51,,,
울산,2016-08-23,25.7,22.6,29.2,64,,,
울산,2016-08-24,25.2,24.1,26.7,72,,,
울산,2016-08-25,22.2,19.6,25,81,,,
울산,2016-08-26,21.8,19.1,25.7,65,,,
울산,2016-08-27,24.9,18.9,30.7,47,,,
울산,2016-08-28,25.5,21.4,30.9,47,,,
울산,2016-08-29,24.7,21.3,29.5,57,,,
울산,2016-08-30,24,20.1,29.4,63,,,
울산,2016-08-31,24.3,21.1,27.1,61,,,
울산,2016-09-01,23.3,21.3,26.8,70,,,
울산,2016-09-02,23.6,20.7,27.6,67,,,
울산,2016-09-03,23.8,20.5,28.6,57,,,
울산,2016-09-04,23.4,19.9,28,57,,,
울산,2016-09-05,22.4,20.2,27.6,56,,,
울산,2016-09-06,20.3,18.9,23.1,76,,,
울산,2016-09-07,20.8,18.6,24.3,52,,,
울산,2016-09-08,20.8,17.7,24.2,48,,,
울산,2016-09-09,22,18.6,25.6,40,,,
울산,2016-09-10,21.8,18.2,27.5,37,,,
울산,2016-09-11,22.9,17.2,27.9,45,,,
울산,2016-09-12,20.8,18.3,22.7,78,,,
울산,2016-09-13,20.6,15.2,26.7,33,,,
울산,2016-09-14,20.1,14.8,25.2,34,,,
울산,2016-09-15,19.7,15.3,23.3,51,,,
울산,2016-09-16,19.8,17.1,22.7,61,,,
울산,2016-09-17,18.3,17.3,19.3,92,,,
울산,2016-09-18,20.7,17.8,25,45,,,
울산,2016-09-19,21,18.1,26.5,59,,,
울산,2016-09-20,20.7,16.3,25.7,56,,,
울산,2016-09-21,21.3,16.7,26.8,47,,,
울산,2016-09-22,20.6,15.7,26,48,,,
울산,2016-09-23,19.5,16.1,23.1,74,,,
울산,2016-09-24,20.3,19.8,22,86,,,
울산,2016-09-25,21.5,19.4,25.5,61,,,
울산,2016-09-26,21.6,17.5,27.4,59,,,
울산,2016-09-27,20.6,17.1,25.2,49,,,
울산,2016-09-28,20.9,15,27.7,15,,,
울산,2016-09-29,20.6,16.5,24.9,32,,,
울산,2016-09-30,20.2,18.2,22.4,37,,,
울산,2016-10-01,20.8,17.2,25.3,45,,,
울산,2016-10-02,16.9,12.1,24.1,15,,,
울산,2016-10-03,18.7,11.2,26.3,32,,,
울산,2016-10-04,18.7,14.6,22.8,37,,,
울산,2016-10-05,17,12.7,23.2,40,,,
울산,2016-10-06,17.8,12.1,24.6,45,,,
울산,2016-10-07,17.9,12.7,23.8,36,,,
울산,2016-10-08,18.5,13.3,25.5,27,,,
울산,2016-10-09,18,13.6,24.9,12,,,
울산,2016-10-10,16.9,10.4,23.4,16,,,
울산,2016-10-11,15.9,12.1,20.2,28,,,
울산,2016-10-12,15.3,12.5,19.9,30,,,
울산,2016-10-13,16,10.7,22.8,24,,,
울산,2016-10-14,17.7,12.1,24.2,27,,,
울산,2016-10-15,17.1,12.7,23.3,47,,,
울산,2016-10-16,17,11.9,23.6,40,,,
울산,2016-10-17,17.1,12.6,22.6,51,,,
울산,2016-10-18,17.9,10.7,26.7,22,,,
울산,2016-10-19,17.7,13,23.4,48,,,
울산,2016-10-20,18.5,13.4,24.5,32,,,
울산,2016-10-21,18.6,13.7,25.4,45,,,
울산,2016-10-22,17.2,13.8,19.9,54,,,
울산,2016-10-23,17.1,12,24.1,42,,,
울산,2016-10-24,18.7,12.4,24.7,42.7,,,
울산,2016-10-25,16.3,12.6,18.9,29,,,
울산,2016-10-26,14.5,10.4,19,37.3,,,
울산,2016-10-27,16,0,21,0,,,
울산,2016-10-28,13.3,9.2,18.5,18,,,
울산,2016-10-29,12.5,7.6,18.4,34,,,
울산,2016-10-30,11.3,7.5,17.2,6,,,
울산,2016-10-31,8.8,3.9,14.9,14,,,
울산,2016-11-01,9.2,3.7,13.8,44,,,
울산,2016-11-02,12.7,8,18.2,29.9,,,
울산,2016-11-03,13.4,9.1,21.1,21,,,
울산,2016-11-04,13.6,6.5,21.6,42,,,
울산,2016-11-05,15.3,8.9,23.5,21.1,,,
울산,2016-11-06,15.2,11.5,20.3,40,,,
울산,2016-11-07,15,13.5,16.3,85.1,,,
울산,2016-11-08,14.6,13,16.1,88,,,
울산,2016-11-09,14.5,12.6,19.4,56,,,
울산,2016-11-10,13,10.6,16.7,57,,,
울산,2016-11-11,13.7,9.4,17.7,68,,,
울산,2016-11-12,15.9,12.3,18.4,56,,,
울산,2016-11-13,14.5,13.1,16.2,61,,,
울산,2016-11-14,16.5,14.1,19.3,82,,,
울산,2016-11-15,15.9,13.1,19.4,55,,,
울산,2016-11-16,15.2,11.1,18.9,66.4,,,
울산,2016-11-17,15.3,14.6,16.1,86,,,
울산,2016-11-18,12.4,11.1,15,78,,,
울산,2016-11-19,12.3,10.4,14.7,65,,,
울산,2016-11-20,13.1,9.6,19.2,40.7,,,
울산,2016-11-21,12,7.7,15,66,,,
울산,2016-11-22,14.2,11.7,18,62,,,
울산,2016-11-23,13.3,12.2,14.7,82,,,
울산,2016-11-24,11.1,8,15,49.2,,,
울산,2016-11-25,8.3,7.4,9.8,67.8,,,
울산,2016-11-26,4.2,1.6,8.1,29,,,
울산,2016-11-27,4.6,1.1,9.2,34,,,
울산,2016-11-28,6.2,2.4,11.1,35.7,,,
울산,2016-11-29,6.9,2.8,13.1,40,,,
울산,2016-11-30,9.9,4,16.5,37.5,,,
울산,2016-12-01,9.6,4,15,45,,,
울산,2016-12-02,11,5.7,16.1,53.8,,,
울산,2016-12-03,6.3,2.2,9.6,29,,,
울산,2016-12-04,5.8,2.7,9.7,31,,,
울산,2016-12-05,6.9,2.2,10.7,38,,,
울산,2016-12-06,6.9,3.7,11,41,,,
울산,2016-12-07,7.8,1.8,13.7,60,,,
울산,2016-12-08,9.2,5.7,14.3,55,,,
울산,2016-12-09,9.9,4.6,16.2,56,,,
울산,2016-12-10,11.3,9.5,13.5,84,,,
울산,2016-12-11,9.5,7.1,13.7,54,,,
울산,2016-12-12,7.9,4.1,12,44,,,
울산,2016-12-13,8.1,3.3,13.7,41,,,
울산,2016-12-14,8.8,5.8,10.9,76,,,
울산,2016-12-15,9.6,0,12.2,0,,,
울산,2016-12-16,3.6,0.7,7.4,38.6,,,
울산,2016-12-17,0.1,-2.2,3.5,22,,,
울산,2016-12-18,2.2,-4.2,8.2,21,,,
울산,2016-12-19,5.1,0,12.1,26,,,
울산,2016-12-20,5.5,0.7,9.5,58,,,
울산,2016-12-21,7.7,4.7,14.8,48,,,
울산,2016-12-22,7.9,1.3,14.5,48,,,
울산,2016-12-23,9.9,7.9,13.8,77,,,
울산,2016-12-24,8.4,4.9,13.7,35,,,
울산,2016-12-25,4.9,1,9.3,10,,,
울산,2016-12-26,5.2,-0.9,11.6,31,,,
울산,2016-12-27,3.4,-0.6,8.8,7,,,
울산,2016-12-28,0.6,-2.5,5.1,14,,,
울산,2016-12-29,2.3,-2.7,8.2,9,,,
울산,2016-12-30,3,-2.4,10.5,22.7,,,
울산,2016-12-31,4.2,0.1,9.2,37,,,
