날짜,지점,발생건수(건)
20160806,서울,2624
20160807,서울,372
20160808,서울,5182
20160809,서울,3395
20160810,서울,3707
20160811,서울,3431
20160812,서울,3959
20160813,서울,2798
20160814,서울,285
20160815,서울,663
20160816,서울,5185
20160817,서울,3593
20160818,서울,3712
20160819,서울,4269
20160820,서울,3189
20160821,서울,432
20160822,서울,5493
20160823,서울,3808
20160824,서울,3890
20160825,서울,3931
20160826,서울,4529
20160827,서울,3675
20160828,서울,532
20160829,서울,6543
20160830,서울,4368
20160831,서울,4167
20160901,서울,4684
20160902,서울,4819
20160903,서울,3914
20160904,서울,566
20160905,서울,6345
20160906,서울,4325
20160907,서울,4682
20160908,서울,4717
20160909,서울,5510
20160910,서울,4619
20160911,서울,598
20160912,서울,8435
20160913,서울,7728
20160914,서울,977
20160915,서울,241
20160916,서울,820
20160917,서울,4560
20160918,서울,741
20160919,서울,8574
20160920,서울,5586
20160921,서울,5585
20160922,서울,5317
20160923,서울,5633
20160924,서울,4492
20160925,서울,537
20160926,서울,7053
20160927,서울,4403
20160928,서울,4862
20160929,서울,4793
20160930,서울,5517
20161001,서울,4688
20161002,서울,509
20161003,서울,1013
20161004,서울,7326
20161005,서울,4994
20161006,서울,4948
20161007,서울,5450
20161008,서울,4434
20161009,서울,547
20161010,서울,7990
20161011,서울,5484
20161012,서울,5265
20161013,서울,5359
20161014,서울,5969
20161015,서울,4764
20161016,서울,670
20161017,서울,7875
20161018,서울,5420
20161019,서울,5288
20161020,서울,5322
20161021,서울,6169
20161022,서울,4960
20161023,서울,670
20161024,서울,8607
20161025,서울,5442
20161026,서울,5706
20161027,서울,5808
20161028,서울,6338
20161029,서울,5297
20161030,서울,757
20161031,서울,8751
20161101,서울,5986
20161102,서울,6197
20161103,서울,6351
20161104,서울,6705
20161105,서울,5531
20161106,서울,667
20161107,서울,8753
20161108,서울,5997
20161109,서울,5988
20161110,서울,6224
20161111,서울,6862
20161112,서울,5673
20161113,서울,754
20161114,서울,8457
20161115,서울,6205
20161116,서울,6244
20161117,서울,6003
20161118,서울,6847
20161119,서울,5604
20161120,서울,742
20161121,서울,9520
20161122,서울,6399
20161123,서울,6549
20161124,서울,6458
20161125,서울,7438
20161126,서울,5898
20161127,서울,799
20161128,서울,9876
20161129,서울,6816
20161130,서울,6959
20161201,서울,6882
20161202,서울,7767
20161203,서울,6462
20161204,서울,917
20161205,서울,10265
20161206,서울,6883
20161207,서울,7266
20161208,서울,7494
20161209,서울,8283
20161210,서울,6552
20161211,서울,857
20161212,서울,11444
20161213,서울,7928
20161214,서울,7940
20161215,서울,7927
20161216,서울,8788
20161217,서울,7068
20161218,서울,1013
20161219,서울,11900
20161220,서울,8194
20161221,서울,8178
20161222,서울,7842
20161223,서울,9232
20161224,서울,6872
20161225,서울,667
20161226,서울,11474
20161227,서울,7454
20161228,서울,7368
20161229,서울,7224
20161230,서울,8385
20161231,서울,5619
20170101,서울,858
20170102,서울,9265
20170103,서울,6393
20170104,서울,6405
20170105,서울,6432
20170106,서울,6909
20170107,서울,4995
20170108,서울,471
20170109,서울,8334
20170110,서울,5508
20170111,서울,5391
20170112,서울,5470
20170113,서울,5668
20170114,서울,4275
20170115,서울,501
20170116,서울,7287
20170117,서울,5154
20170118,서울,5073
20170119,서울,5126
20170120,서울,5447
20170121,서울,4291
20170122,서울,467
20170123,서울,7520
20170124,서울,5425
20170125,서울,6014
20170126,서울,7934
20170127,서울,806
20170128,서울,245
20170129,서울,541
20170130,서울,2041
20170131,서울,7348
20170201,서울,5348
20170202,서울,4851
20170203,서울,5658
20170204,서울,4251
20170205,서울,460
20170206,서울,7134
20170207,서울,5046
20170208,서울,5012
20170209,서울,4976
20170210,서울,5400
20170211,서울,4219
20170212,서울,469
20170213,서울,7190
20170214,서울,5053
20170215,서울,4953
20170216,서울,5120
20170217,서울,5671
20170218,서울,4314
20170219,서울,531
20170220,서울,7498
20170221,서울,5167
20170222,서울,4851
20170223,서울,5323
20170224,서울,5914
20170225,서울,4304
20170226,서울,491
20170227,서울,7365
20170228,서울,5716
20170301,서울,989
20170302,서울,6427
20170303,서울,5598
20170304,서울,4449
20170305,서울,530
20170306,서울,7199
20170307,서울,4817
20170308,서울,4881
20170309,서울,5061
20170310,서울,5497
20170311,서울,4507
20170312,서울,554
20170313,서울,7568
20170314,서울,5245
20170315,서울,5380
20170316,서울,5470
20170317,서울,6291
20170318,서울,4999
20170319,서울,710
20170320,서울,8519
20170321,서울,5836
20170322,서울,5861
20170323,서울,6069
20170324,서울,6746
20170325,서울,5496
20170326,서울,702
20170327,서울,8856
20170328,서울,6158
20170329,서울,6104
20170330,서울,6091
20170331,서울,6675
20170401,서울,5817
20170402,서울,696
20170403,서울,9071
20170404,서울,6108
20170405,서울,5838
20170406,서울,6516
20170407,서울,6707
20170408,서울,5251
20170409,서울,684
20170410,서울,8825
20170411,서울,6036
20170412,서울,6192
20170413,서울,6287
20170414,서울,6326
20170415,서울,5358
20170416,서울,619
20170417,서울,8301
20170418,서울,5708
20170419,서울,6051
20170420,서울,6040
20170421,서울,6514
20170422,서울,5118
20170423,서울,626
20170424,서울,8878
20170425,서울,6057
20170426,서울,6136
20170427,서울,6396
20170428,서울,7375
20170429,서울,5803
20170430,서울,654
20170501,서울,7545
20170502,서울,7753
20170503,서울,946
20170504,서울,8669
20170505,서울,746
20170506,서울,5327
20170507,서울,706
20170508,서울,9310
20170509,서울,3140
20170510,서울,6556
20170511,서울,5475
20170512,서울,5671
20170513,서울,4448
20170514,서울,465
20170515,서울,7151
20170516,서울,4878
20170517,서울,4857
20170518,서울,4748
20170519,서울,5421
20170520,서울,4018
20170521,서울,573
20170522,서울,7048
20170523,서울,4758
20170524,서울,4675
20170525,서울,4885
20170526,서울,5358
20170527,서울,4129
20170528,서울,525
20170529,서울,6920
20170530,서울,4745
20170531,서울,4741
20170601,서울,4890
20170602,서울,5282
20170603,서울,3928
20170604,서울,484
20170605,서울,7099
20170606,서울,655
20170607,서울,5737
20170608,서울,4764
20170609,서울,4910
20170610,서울,3740
20170611,서울,442
20170612,서울,6345
20170613,서울,4267
20170614,서울,4268
20170615,서울,4236
20170616,서울,4453
20170617,서울,3433
20170618,서울,459
20170619,서울,5847
20170620,서울,3799
20170621,서울,3899
20170622,서울,3926
20170623,서울,4348
20170624,서울,3277
20170625,서울,405
20170626,서울,5466
20170627,서울,4006
20170628,서울,3803
20170629,서울,3879
20170630,서울,4217
20170701,서울,3441
20170702,서울,391
20170703,서울,5355
20170704,서울,3520
20170705,서울,3651
20170706,서울,3570
20170707,서울,4056
20170708,서울,3001
20170709,서울,357
20170710,서울,4532
20170711,서울,3839
20170712,서울,3459
20170713,서울,3593
20170714,서울,3842
20170715,서울,2888
20170716,서울,387
20170717,서울,5138
20170718,서울,3536
20170719,서울,3452
20170720,서울,3511
20170721,서울,3799
20170722,서울,2884
20170723,서울,304
20170724,서울,4957
20170725,서울,3458
20170726,서울,3692
20170727,서울,3903
20170728,서울,3913
20170729,서울,2757
20170730,서울,320
20170731,서울,4740
20170801,서울,3342
20170802,서울,3306
20170803,서울,3288
20170804,서울,3422
20170805,서울,2241
20170806,서울,319
20170807,서울,4727
20170808,서울,3206
20170809,서울,3311
20170810,서울,3391
20170811,서울,3610
20170812,서울,2508
20170813,서울,278
20170814,서울,4518
20170815,서울,439
20170816,서울,4256
20170817,서울,3383
20170818,서울,3650
20170819,서울,2652
20170820,서울,308
20170821,서울,4880
20170822,서울,3371
20170823,서울,3188
20170824,서울,3176
20170825,서울,3814
20170826,서울,2932
20170827,서울,418
20170828,서울,5244
20170829,서울,3937
20170830,서울,4273
20170831,서울,3875
20170901,서울,4622
20170902,서울,3468
20170903,서울,448
20170904,서울,5828
20170905,서울,4209
20170906,서울,3978
20170907,서울,4333
20170908,서울,4649
20170909,서울,3642
20170910,서울,435
20170911,서울,6090
20170912,서울,4336
20170913,서울,4499
20170914,서울,4690
20170915,서울,5190
20170916,서울,4008
20170917,서울,525
20170918,서울,6724
20170919,서울,4463
20170920,서울,4528
20170921,서울,4758
20170922,서울,5194
20170923,서울,3948
20170924,서울,489
20170925,서울,6718
20170926,서울,4797
20170927,서울,4939
20170928,서울,5254
20170929,서울,6816
20170930,서울,5271
20171001,서울,796
20171002,서울,6668
20171003,서울,778
20171004,서울,235
20171005,서울,742
20171006,서울,2115
20171007,서울,3378
20171008,서울,459
20171009,서울,1343
20171010,서울,6550
20171011,서울,4498
20171012,서울,4730
20171013,서울,5024
20171014,서울,3853
20171015,서울,493
20171016,서울,6363
20171017,서울,4739
20171018,서울,4328
20171019,서울,4595
20171020,서울,4920
20171021,서울,3917
20171022,서울,616
20171023,서울,7228
20171024,서울,4950
20171025,서울,5009
20171026,서울,5199
20171027,서울,5661
20171028,서울,4445
20171029,서울,699
20171030,서울,7831
20171031,서울,5372
20171101,서울,5356
20171102,서울,5341
20171103,서울,5852
20171104,서울,4772
20171105,서울,639
20171106,서울,7881
20171107,서울,5418
20171108,서울,5334
20171109,서울,5280
20171110,서울,5736
20171111,서울,5186
20171112,서울,637
20171113,서울,8469
20171114,서울,5758
20171115,서울,5678
20171116,서울,5840
20171117,서울,6402
20171118,서울,5045
20171119,서울,629
20171120,서울,8367
20171121,서울,5848
20171122,서울,5620
20171123,서울,5602
20171124,서울,6317
20171125,서울,4794
20171126,서울,671
20171127,서울,8289
20171128,서울,5629
20171129,서울,5961
20171130,서울,5605
20171201,서울,6581
20171202,서울,5278
20171203,서울,624
20171204,서울,8416
20171205,서울,5593
20171206,서울,6024
20171207,서울,5908
20171208,서울,6540
20171209,서울,5226
20171210,서울,686
20171211,서울,8504
20171212,서울,5687
20171213,서울,5872
20171214,서울,6239
20171215,서울,7044
20171216,서울,5403
20171217,서울,723
20171218,서울,8752
20171219,서울,6369
20171220,서울,6371
20171221,서울,6587
20171222,서울,7416
20171223,서울,6220
20171224,서울,660
20171225,서울,991
20171226,서울,10711
20171227,서울,6625
20171228,서울,6963
20171229,서울,8633
20171230,서울,6215
20171231,서울,705
20180101,서울,1000
20180102,서울,10402
20180103,서울,6754
20180104,서울,6824
20180105,서울,7970
20180106,서울,5596
20180107,서울,514
20180108,서울,9504
20180109,서울,6346
20180110,서울,6331
20180111,서울,6059
20180112,서울,6613
20180113,서울,5108
20180114,서울,492
20180115,서울,8525
20180116,서울,5904
20180117,서울,5716
20180118,서울,5823
20180119,서울,6395
20180120,서울,4489
20180121,서울,498
20180122,서울,7926
20180123,서울,5109
20180124,서울,4727
20180125,서울,5010
20180126,서울,5362
20180127,서울,3981
20180128,서울,495
20180129,서울,7020
20180130,서울,4749
20180131,서울,4661
20180201,서울,4926
20180202,서울,5379
20180203,서울,3843
20180204,서울,412
20180205,서울,6667
20180206,서울,4568
20180207,서울,4584
20180208,서울,4807
20180209,서울,5448
20180210,서울,4085
20180211,서울,373
20180212,서울,7392
20180213,서울,5833
20180214,서울,7498
20180215,서울,705
20180216,서울,213
20180217,서울,676
20180218,서울,616
20180219,서울,7690
20180220,서울,4735
20180221,서울,4603
20180222,서울,4752
20180223,서울,4870
20180224,서울,3589
20180225,서울,370
20180226,서울,6461
20180227,서울,4607
20180228,서울,4657
20180301,서울,725
20180302,서울,6203
20180303,서울,3473
20180304,서울,431
20180305,서울,6032
20180306,서울,4107
20180307,서울,4163
20180308,서울,4062
20180309,서울,4690
20180310,서울,3446
20180311,서울,429
20180312,서울,6271
20180313,서울,4493
20180314,서울,4501
20180315,서울,4211
20180316,서울,5165
20180317,서울,3906
20180318,서울,596
20180319,서울,6798
20180320,서울,4963
20180321,서울,4805
20180322,서울,5094
20180323,서울,5585
20180324,서울,4385
20180325,서울,586
20180326,서울,7590
20180327,서울,5214
20180328,서울,5237
20180329,서울,5258
20180330,서울,5716
20180331,서울,4515
20180401,서울,770
20180402,서울,7541
20180403,서울,5304
20180404,서울,5063
20180405,서울,4853
20180406,서울,5992
20180407,서울,4817
20180408,서울,633
20180409,서울,7985
20180410,서울,5412
20180411,서울,5591
20180412,서울,5432
20180413,서울,6080
20180414,서울,4540
20180415,서울,668
20180416,서울,7954
20180417,서울,5453
20180418,서울,5515
20180419,서울,5597
20180420,서울,6122
20180421,서울,4865
20180422,서울,711
20180423,서울,7424
20180424,서울,6095
20180425,서울,5507
20180426,서울,5848
20180427,서울,6434
20180428,서울,4811
20180429,서울,723
20180430,서울,8637
20180501,서울,4760
20180502,서울,5612
20180503,서울,5882
20180504,서울,7232
20180505,서울,1009
20180506,서울,658
20180507,서울,2959
20180508,서울,7493
20180509,서울,5822
20180510,서울,5436
20180511,서울,6093
20180512,서울,4335
20180513,서울,555
20180514,서울,7635
20180515,서울,5185
20180516,서울,4647
20180517,서울,4667
20180518,서울,5785
20180519,서울,4055
20180520,서울,532
20180521,서울,7862
20180522,서울,814
20180523,서울,6583
20180524,서울,5239
20180525,서울,5560
20180526,서울,4193
20180527,서울,567
20180528,서울,7277
20180529,서울,4791
20180530,서울,4779
20180531,서울,4764
20180601,서울,5683
20180602,서울,4012
20180603,서울,517
20180604,서울,7002
20180605,서울,4984
20180606,서울,726
20180607,서울,6023
20180608,서울,4892
20180609,서울,3612
20180610,서울,474
20180611,서울,6262
20180612,서울,4441
20180613,서울,1517
20180614,서울,4920
20180615,서울,4533
20180616,서울,3243
20180617,서울,468
20180618,서울,5658
20180619,서울,4004
20180620,서울,3961
20180621,서울,3937
20180622,서울,4388
20180623,서울,3120
20180624,서울,396
20180625,서울,5538
20180626,서울,3274
20180627,서울,3983
20180628,서울,3808
20180629,서울,4052
20180630,서울,2875
20160101,울산,287
20160102,울산,1062
20160103,울산,205
20160104,울산,1493
20160105,울산,1013
20160106,울산,904
20160107,울산,908
20160108,울산,994
20160109,울산,735
20160110,울산,142
20160111,울산,1342
20160112,울산,881
20160113,울산,831
20160114,울산,844
20160115,울산,888
20160116,울산,771
20160117,울산,139
20160118,울산,1201
20160119,울산,730
20160120,울산,815
20160121,울산,818
20160122,울산,939
20160123,울산,715
20160124,울산,132
20160125,울산,1151
20160126,울산,820
20160127,울산,803
20160128,울산,810
20160129,울산,818
20160130,울산,784
20160131,울산,170
20160201,울산,1357
20160202,울산,920
20160203,울산,903
20160204,울산,982
20160205,울산,1242
20160206,울산,1079
20160207,울산,174
20160208,울산,86
20160209,울산,196
20160210,울산,692
20160211,울산,1361
20160212,울산,962
20160213,울산,903
20160214,울산,173
20160215,울산,1336
20160216,울산,939
20160217,울산,852
20160218,울산,857
20160219,울산,962
20160220,울산,777
20160221,울산,188
20160222,울산,1281
20160223,울산,935
20160224,울산,925
20160225,울산,934
20160226,울산,1073
20160227,울산,746
20160228,울산,112
20160229,울산,1354
20160301,울산,297
20160302,울산,1125
20160303,울산,901
20160304,울산,793
20160305,울산,818
20160306,울산,189
20160307,울산,1137
20160308,울산,817
20160309,울산,830
20160310,울산,815
20160311,울산,910
20160312,울산,921
20160313,울산,186
20160314,울산,1402
20160315,울산,968
20160316,울산,895
20160317,울산,1028
20160318,울산,993
20160319,울산,1042
20160320,울산,194
20160321,울산,1437
20160322,울산,949
20160323,울산,1065
20160324,울산,1034
20160325,울산,1095
20160326,울산,925
20160327,울산,159
20160328,울산,1463
20160329,울산,990
20160330,울산,934
20160331,울산,1030
20160401,울산,1171
20160402,울산,971
20160403,울산,186
20160404,울산,1334
20160405,울산,932
20160406,울산,991
20160407,울산,963
20160408,울산,1057
20160409,울산,833
20160410,울산,196
20160411,울산,1424
20160412,울산,927
20160413,울산,649
20160414,울산,1052
20160415,울산,1002
20160416,울산,824
20160417,울산,217
20160418,울산,1358
20160419,울산,963
20160420,울산,947
20160421,울산,893
20160422,울산,973
20160423,울산,908
20160424,울산,162
20160425,울산,1383
20160426,울산,1024
20160427,울산,857
20160428,울산,1071
20160429,울산,1039
20160430,울산,898
20160501,울산,234
20160502,울산,1366
20160503,울산,816
20160504,울산,1160
20160505,울산,286
20160506,울산,1023
20160507,울산,698
20160508,울산,218
20160509,울산,1345
20160510,울산,781
20160511,울산,911
20160512,울산,865
20160513,울산,918
20160514,울산,364
20160515,울산,180
20160516,울산,1287
20160517,울산,796
20160518,울산,800
20160519,울산,826
20160520,울산,950
20160521,울산,714
20160522,울산,149
20160523,울산,1205
20160524,울산,793
20160525,울산,747
20160526,울산,818
20160527,울산,829
20160528,울산,652
20160529,울산,181
20160530,울산,1046
20160531,울산,778
20160601,울산,827
20160602,울산,732
20160603,울산,843
20160604,울산,663
20160605,울산,108
20160606,울산,343
20160607,울산,1121
20160608,울산,684
20160609,울산,655
20160610,울산,714
20160611,울산,528
20160612,울산,118
20160613,울산,909
20160614,울산,623
20160615,울산,643
20160616,울산,609
20160617,울산,716
20160618,울산,545
20160619,울산,110
20160620,울산,819
20160621,울산,630
20160622,울산,563
20160623,울산,573
20160624,울산,577
20160625,울산,484
20160626,울산,123
20160627,울산,822
20160628,울산,541
20160629,울산,592
20160630,울산,533
20160701,울산,614
20160702,울산,525
20160703,울산,78
20160704,울산,775
20160705,울산,541
20160706,울산,474
20160707,울산,551
20160708,울산,595
20160709,울산,423
20160710,울산,97
20160711,울산,701
20160712,울산,485
20160713,울산,532
20160714,울산,503
20160715,울산,555
20160716,울산,486
20160717,울산,72
20160718,울산,773
20160719,울산,550
20160720,울산,535
20160721,울산,559
20160722,울산,582
20160723,울산,445
20160724,울산,89
20160725,울산,687
20160726,울산,548
20160727,울산,521
20160728,울산,491
20160729,울산,568
20160730,울산,392
20160731,울산,70
20160801,울산,532
20160802,울산,398
20160803,울산,411
20160804,울산,456
20160805,울산,535
20160806,울산,349
20160807,울산,78
20160808,울산,693
20160809,울산,494
20160810,울산,478
20160811,울산,462
20160812,울산,534
20160813,울산,382
20160814,울산,92
20160815,울산,167
20160816,울산,663
20160817,울산,475
20160818,울산,477
20160819,울산,559
20160820,울산,438
20160821,울산,117
20160822,울산,752
20160823,울산,502
20160824,울산,524
20160825,울산,522
20160826,울산,617
20160827,울산,518
20160828,울산,148
20160829,울산,906
20160830,울산,657
20160831,울산,727
20160901,울산,720
20160902,울산,587
20160903,울산,656
20160904,울산,172
20160905,울산,883
20160906,울산,649
20160907,울산,699
20160908,울산,699
20160909,울산,762
20160910,울산,737
20160911,울산,204
20160912,울산,1102
20160913,울산,1087
20160914,울산,271
20160915,울산,49
20160916,울산,156
20160917,울산,711
20160918,울산,210
20160919,울산,1341
20160920,울산,837
20160921,울산,792
20160922,울산,815
20160923,울산,899
20160924,울산,723
20160925,울산,125
20160926,울산,1120
20160927,울산,776
20160928,울산,733
20160929,울산,776
20160930,울산,856
20161001,울산,867
20161002,울산,185
20161003,울산,359
20161004,울산,1175
20161005,울산,490
20161006,울산,786
20161007,울산,848
20161008,울산,735
20161009,울산,175
20161010,울산,1219
20161011,울산,834
20161012,울산,796
20161013,울산,846
20161014,울산,910
20161015,울산,792
20161016,울산,159
20161017,울산,1170
20161018,울산,761
20161019,울산,841
20161020,울산,908
20161021,울산,960
20161022,울산,833
20161023,울산,200
20161024,울산,1342
20161025,울산,879
20161026,울산,861
20161027,울산,949
20161028,울산,1000
20161029,울산,891
20161030,울산,220
20161031,울산,1379
20161101,울산,1119
20161102,울산,1051
20161103,울산,1088
20161104,울산,1125
20161105,울산,983
20161106,울산,244
20161107,울산,1542
20161108,울산,1090
20161109,울산,1105
20161110,울산,1008
20161111,울산,1191
20161112,울산,1021
20161113,울산,226
20161114,울산,1501
20161115,울산,1018
20161116,울산,1057
20161117,울산,1069
20161118,울산,1131
20161119,울산,949
20161120,울산,201
20161121,울산,1482
20161122,울산,1048
20161123,울산,1110
20161124,울산,1007
20161125,울산,1149
20161126,울산,977
20161127,울산,205
20161128,울산,1513
20161129,울산,993
20161130,울산,1001
20161201,울산,1024
20161202,울산,1026
20161203,울산,919
20161204,울산,220
20161205,울산,1380
20161206,울산,921
20161207,울산,915
20161208,울산,963
20161209,울산,1026
20161210,울산,904
20161211,울산,181
20161212,울산,1294
20161213,울산,890
20161214,울산,919
20161215,울산,983
20161216,울산,946
20161217,울산,873
20161218,울산,185
20161219,울산,1261
20161220,울산,1006
20161221,울산,933
20161222,울산,966
20161223,울산,1025
20161224,울산,873
20161225,울산,181
20161226,울산,1413
20161227,울산,1104
20161228,울산,1021
20161229,울산,1080
20161230,울산,1108
20161231,울산,805
20170101,울산,191
20170102,울산,1407
20170103,울산,972
20170104,울산,905
20170105,울산,817
20170106,울산,1034
20170107,울산,775
20170108,울산,157
20170109,울산,1138
20170110,울산,815
20170111,울산,730
20170112,울산,778
20170113,울산,889
20170114,울산,620
20170115,울산,118
20170116,울산,1081
20170117,울산,771
20170118,울산,732
20170119,울산,835
20170120,울산,806
20170121,울산,615
20170122,울산,112
20170123,울산,1077
20170124,울산,789
20170125,울산,826
20170126,울산,1120
20170127,울산,195
20170128,울산,54
20170129,울산,149
20170130,울산,515
20170131,울산,1121
20170201,울산,813
20170202,울산,772
20170203,울산,810
20170204,울산,639
20170205,울산,110
20170206,울산,1065
20170207,울산,641
20170208,울산,738
20170209,울산,710
20170210,울산,800
20170211,울산,602
20170212,울산,181
20170213,울산,1004
20170214,울산,666
20170215,울산,720
20170216,울산,697
20170217,울산,731
20170218,울산,567
20170219,울산,125
20170220,울산,977
20170221,울산,766
20170222,울산,701
20170223,울산,750
20170224,울산,782
20170225,울산,629
20170226,울산,147
20170227,울산,977
20170228,울산,757
20170301,울산,273
20170302,울산,904
20170303,울산,717
20170304,울산,618
20170305,울산,120
20170306,울산,885
20170307,울산,659
20170308,울산,652
20170309,울산,703
20170310,울산,751
20170311,울산,679
20170312,울산,181
20170313,울산,1052
20170314,울산,688
20170315,울산,740
20170316,울산,800
20170317,울산,898
20170318,울산,765
20170319,울산,153
20170320,울산,1288
20170321,울산,895
20170322,울산,866
20170323,울산,895
20170324,울산,1000
20170325,울산,915
20170326,울산,224
20170327,울산,1217
20170328,울산,916
20170329,울산,854
20170330,울산,869
20170331,울산,936
20170401,울산,855
20170402,울산,135
20170403,울산,1290
20170404,울산,834
20170405,울산,922
20170406,울산,834
20170407,울산,987
20170408,울산,758
20170409,울산,218
20170410,울산,1221
20170411,울산,846
20170412,울산,889
20170413,울산,880
20170414,울산,933
20170415,울산,777
20170416,울산,132
20170417,울산,1118
20170418,울산,937
20170419,울산,873
20170420,울산,851
20170421,울산,1005
20170422,울산,795
20170423,울산,198
20170424,울산,1247
20170425,울산,912
20170426,울산,800
20170427,울산,879
20170428,울산,923
20170429,울산,746
20170430,울산,147
20170501,울산,1183
20170502,울산,1078
20170503,울산,261
20170504,울산,1205
20170505,울산,247
20170506,울산,776
20170507,울산,217
20170508,울산,1159
20170509,울산,598
20170510,울산,878
20170511,울산,817
20170512,울산,702
20170513,울산,703
20170514,울산,116
20170515,울산,993
20170516,울산,759
20170517,울산,728
20170518,울산,742
20170519,울산,694
20170520,울산,638
20170521,울산,157
20170522,울산,953
20170523,울산,684
20170524,울산,700
20170525,울산,688
20170526,울산,714
20170527,울산,612
20170528,울산,140
20170529,울산,960
20170530,울산,621
20170531,울산,594
20170601,울산,698
20170602,울산,689
20170603,울산,545
20170604,울산,123
20170605,울산,926
20170606,울산,222
20170607,울산,792
20170608,울산,625
20170609,울산,626
20170610,울산,570
20170611,울산,96
20170612,울산,926
20170613,울산,651
20170614,울산,620
20170615,울산,586
20170616,울산,640
20170617,울산,492
20170618,울산,104
20170619,울산,792
20170620,울산,572
20170621,울산,554
20170622,울산,566
20170623,울산,592
20170624,울산,455
20170625,울산,85
20170626,울산,795
20170627,울산,588
20170628,울산,529
20170629,울산,547
20170630,울산,568
20170701,울산,557
20170702,울산,102
20170703,울산,733
20170704,울산,474
20170705,울산,517
20170706,울산,480
20170707,울산,566
20170708,울산,434
20170709,울산,88
20170710,울산,633
20170711,울산,502
20170712,울산,460
20170713,울산,489
20170714,울산,528
20170715,울산,437
20170716,울산,103
20170717,울산,693
20170718,울산,410
20170719,울산,454
20170720,울산,489
20170721,울산,513
20170722,울산,365
20170723,울산,100
20170724,울산,662
20170725,울산,502
20170726,울산,522
20170727,울산,545
20170728,울산,623
20170729,울산,485
20170730,울산,111
20170731,울산,659
20170801,울산,531
20170802,울산,452
20170803,울산,389
20170804,울산,445
20170805,울산,322
20170806,울산,74
20170807,울산,643
20170808,울산,425
20170809,울산,400
20170810,울산,427
20170811,울산,467
20170812,울산,325
20170813,울산,67
20170814,울산,571
20170815,울산,135
20170816,울산,576
20170817,울산,454
20170818,울산,494
20170819,울산,350
20170820,울산,50
20170821,울산,588
20170822,울산,433
20170823,울산,419
20170824,울산,464
20170825,울산,480
20170826,울산,426
20170827,울산,88
20170828,울산,794
20170829,울산,538
20170830,울산,546
20170831,울산,561
20170901,울산,680
20170902,울산,521
20170903,울산,106
20170904,울산,800
20170905,울산,493
20170906,울산,538
20170907,울산,581
20170908,울산,605
20170909,울산,522
20170910,울산,120
20170911,울산,716
20170912,울산,592
20170913,울산,594
20170914,울산,635
20170915,울산,643
20170916,울산,581
20170917,울산,111
20170918,울산,851
20170919,울산,595
20170920,울산,628
20170921,울산,661
20170922,울산,705
20170923,울산,551
20170924,울산,150
20170925,울산,985
20170926,울산,726
20170927,울산,690
20170928,울산,785
20170929,울산,909
20170930,울산,841
20171001,울산,260
20171002,울산,1020
20171003,울산,208
20171004,울산,42
20171005,울산,185
20171006,울산,501
20171007,울산,474
20171008,울산,142
20171009,울산,357
20171010,울산,874
20171011,울산,644
20171012,울산,595
20171013,울산,662
20171014,울산,525
20171015,울산,128
20171016,울산,854
20171017,울산,685
20171018,울산,634
20171019,울산,673
20171020,울산,715
20171021,울산,553
20171022,울산,176
20171023,울산,923
20171024,울산,668
20171025,울산,736
20171026,울산,729
20171027,울산,806
20171028,울산,619
20171029,울산,138
20171030,울산,1116
20171031,울산,786
20171101,울산,877
20171102,울산,821
20171103,울산,834
20171104,울산,718
20171105,울산,225
20171106,울산,1169
20171107,울산,803
20171108,울산,827
20171109,울산,859
20171110,울산,877
20171111,울산,713
20171112,울산,155
20171113,울산,1163
20171114,울산,788
20171115,울산,817
20171116,울산,820
20171117,울산,909
20171118,울산,720
20171119,울산,209
20171120,울산,1192
20171121,울산,795
20171122,울산,828
20171123,울산,819
20171124,울산,754
20171125,울산,711
20171126,울산,133
20171127,울산,1114
20171128,울산,740
20171129,울산,807
20171130,울산,832
20171201,울산,890
20171202,울산,762
20171203,울산,166
20171204,울산,1124
20171205,울산,746
20171206,울산,818
20171207,울산,860
20171208,울산,884
20171209,울산,774
20171210,울산,201
20171211,울산,1111
20171212,울산,793
20171213,울산,817
20171214,울산,868
20171215,울산,839
20171216,울산,689
20171217,울산,154
20171218,울산,1176
20171219,울산,884
20171220,울산,821
20171221,울산,955
20171222,울산,968
20171223,울산,830
20171224,울산,136
20171225,울산,328
20171226,울산,1333
20171227,울산,1058
20171228,울산,1088
20171229,울산,1140
20171230,울산,857
20171231,울산,158
20180101,울산,316
20180102,울산,1463
20180103,울산,1041
20180104,울산,1037
20180105,울산,1055
20180106,울산,780
20180107,울산,132
20180108,울산,1227
20180109,울산,984
20180110,울산,834
20180111,울산,856
20180112,울산,904
20180113,울산,710
20180114,울산,122
20180115,울산,1130
20180116,울산,742
20180117,울산,791
20180118,울산,789
20180119,울산,843
20180120,울산,610
20180121,울산,105
20180122,울산,1038
20180123,울산,684
20180124,울산,662
20180125,울산,685
20180126,울산,707
20180127,울산,596
20180128,울산,82
20180129,울산,929
20180130,울산,636
20180131,울산,619
20180201,울산,728
20180202,울산,709
20180203,울산,500
20180204,울산,104
20180205,울산,836
20180206,울산,565
20180207,울산,634
20180208,울산,651
20180209,울산,669
20180210,울산,502
20180211,울산,66
20180212,울산,919
20180213,울산,798
20180214,울산,948
20180215,울산,188
20180216,울산,35
20180217,울산,147
20180218,울산,128
20180219,울산,1065
